0,3,7,0,19,0,8,0,0,11,2,10,0,1,10,12,0,11,0,1,20,0,0,12,0,83,0,1,22,6,0,83,0,4,1,0,0,1,0,4,0,7,5,2,22,1,0,8,0
0,0,0,0,0,0,10,0,0,5,1,3,0,0,1,5,0,1,0,1,0,0,0,1,0,2,0,0,0,2,0,2,0,41,1,0,0,1,0,41,0,35,9,1,0,0,0,36,0
0,0,3,0,0,0,54,0,0,5,1,2,0,0,4,5,0,4,0,1,7,0,0,4,0,217,0,0,0,1,0,217,0,14,1,0,0,1,0,14,0,126,53,1,8,0,0,127,0
0,0,2,0,14,0,16,0,0,6,1,1,0,0,3,6,0,5,0,1,11,0,0,5,0,203,0,0,14,0,0,203,0,8,1,0,0,1,0,8,0,13,15,1,11,0,0,14,0
0,0,14,1,6,0,97,0,0,11,1,2,0,2,15,13,0,14,0,1,19,1,0,15,0,40,0,0,6,1,0,40,0,1,1,0,0,1,0,1,0,5,96,1,20,1,0,6,0
0,1,14,1,0,0,114,0,0,4,1,2,0,0,16,4,0,5,0,1,3,0,0,6,0,27,0,0,1,0,0,27,0,2,1,0,0,1,0,2,0,63,113,1,3,0,0,64,0
0,1,13,3,2,0,78,0,0,14,1,8,0,2,18,16,0,7,0,1,22,0,0,12,0,46,0,0,3,6,0,46,0,33,1,0,0,1,0,33,0,58,76,1,23,2,0,59,0
0,0,12,2,7,0,34,0,0,27,1,1,0,1,12,26,0,19,0,1,49,2,0,20,0,43,0,1,7,0,0,43,0,4,1,0,0,1,0,4,0,77,34,3,46,2,0,78,0
0,1,3,0,0,0,37,0,0,3,1,2,0,0,4,3,0,5,0,1,3,0,0,5,0,2,0,0,1,0,0,2,0,71,1,0,0,1,0,71,0,35,36,1,3,0,0,36,0
0,4,6,0,0,0,55,0,0,6,1,14,0,0,7,6,0,2,0,1,0,0,0,2,0,11,0,0,4,9,0,11,0,5,1,0,0,1,0,5,0,88,54,1,0,0,0,89,0
0,2,8,0,10,0,31,0,0,6,1,9,0,0,9,6,0,3,0,1,12,0,0,3,0,134,0,1,12,6,0,134,0,1,1,0,0,1,0,1,0,178,30,1,12,1,0,179,0
0,0,8,1,0,0,60,0,0,6,1,3,0,0,10,6,0,7,0,1,13,0,0,8,0,97,0,0,0,2,0,97,0,28,1,0,0,1,0,28,0,260,59,1,13,0,0,261,0
0,1,7,1,0,0,62,0,0,10,1,2,0,0,9,10,0,6,0,1,11,0,0,8,0,8,0,0,1,0,0,8,0,47,1,0,0,1,0,47,0,92,61,1,10,1,0,93,0
0,0,4,1,0,0,14,0,0,2,1,1,0,1,6,3,0,4,0,1,5,0,0,4,0,39,0,1,0,0,0,39,0,18,1,0,0,1,0,18,0,91,13,1,8,0,0,92,0
0,2,10,2,1,0,81,0,0,16,1,7,0,0,13,13,0,10,0,1,25,0,1,13,0,5,0,0,3,4,0,5,0,5,1,0,0,1,0,5,0,107,80,4,20,2,0,108,0
0,0,13,2,13,0,101,0,0,15,1,3,0,1,16,15,0,7,0,1,10,0,1,8,0,11,0,0,13,2,0,11,0,34,1,0,0,1,0,34,0,6,100,1,11,0,0,7,0
0,1,5,0,1,0,7,0,0,9,1,4,0,0,6,9,0,5,0,1,5,0,0,5,0,97,0,0,2,2,0,97,0,2,1,0,0,1,0,2,0,126,6,1,5,0,0,127,0
0,3,1,1,0,0,54,0,0,5,1,4,0,0,3,5,0,2,0,1,1,0,0,4,0,41,0,0,3,0,0,41,0,18,1,0,0,1,0,18,0,51,53,1,0,1,0,52,0
0,1,42,6,8,0,278,0,0,17,1,2,0,1,48,17,0,31,0,1,50,0,0,37,0,13,0,2,9,0,0,13,0,2,1,0,0,1,0,2,0,40,278,2,48,2,0,41,0
